scenario,time_ms,input_energy,recent_min,recent_max,dynamic_range,adaptive_gain,dynamic_energy,expanded_energy,transient_energy,derivative_energy,speaking_base_energy,procedural_carrier_energy,final_speaking_energy
gaps,1766.667,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.008021,0.036458,0.0,0.184305,0.045172,0.225696
gaps,1783.333,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.001719,0.007812,0.0,0.182216,0.041155,0.215426
gaps,1800.0,0.15564,0.15,0.1948,0.0448,7.142811,0.040285,0.074635,0.080571,0.054385,0.181057,0.038287,0.240426
gaps,1816.667,0.172907,0.15,0.1948,0.0448,7.142811,0.102785,0.147552,0.174321,0.166501,0.181314,0.036896,0.265426
gaps,1833.333,0.186406,0.15,0.1948,0.0448,7.142811,0.165285,0.220469,0.19284,0.130167,0.182063,0.036928,0.290426
gaps,1850.0,0.193916,0.15,0.1948,0.0448,7.142811,0.227785,0.293385,0.164194,0.072422,0.182997,0.037963,0.315426
gaps,1866.667,0.194203,0.15,0.1948,0.0448,7.142811,0.290285,0.366302,0.135549,0.002764,0.183722,0.039329,0.340426
gaps,1883.333,0.187219,0.15,0.1948,0.0448,7.142811,0.265846,0.439219,0.106903,0.067348,0.183845,0.040272,0.365426
gaps,1900.0,0.174112,0.15,0.1948,0.0448,7.142811,0.234596,0.402293,0.078257,0.126383,0.18307,0.040146,0.390426
gaps,1916.667,0.15704,0.15,0.1948,0.0448,7.142811,0.203346,0.36323,0.049611,0.164628,0.181289,0.038577,0.396045
gaps,1933.333,0.15,0.15,0.1948,0.0448,7.142811,0.172096,0.324168,0.020965,0.067881,0.179307,0.03556,0.384586
gaps,1950.0,0.15,0.15,0.1948,0.0448,7.142811,0.140846,0.285105,0.0,0.0,0.177178,0.031466,0.373128
gaps,1966.667,0.15,0.15,0.1948,0.0448,7.142811,0.109596,0.246043,0.0,0.0,0.174833,0.026956,0.36167
gaps,1983.333,0.15,0.15,0.1948,0.0448,7.142811,0.078346,0.20698,0.0,0.0,0.172687,0.02283,0.350211
gaps,2000.0,0.15,0.15,0.1948,0.0448,7.142811,0.047096,0.167918,0.0,0.0,0.17113,0.019836,0.338753
gaps,2016.667,0.15,0.15,0.1948,0.0448,7.142811,0.015846,0.128855,0.0,0.0,0.170432,0.018493,0.327295
gaps,2033.333,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.089793,0.0,0.0,0.170681,0.018972,0.315836
gaps,2050.0,0.15,0.15,0.1948,0.0448,7.142811,0.0,0.05073,0.0,0.0,0.171764,0.021055,0.304378
gaps,2066.667,0.166566,0.15,0.1948,0.0448,7.142811,0.0625,0.123647,0.09375,0.159739,0.174353,0.024192,0.29292
gaps,2083.333,0.18182,0.15,0.1948,0.0448,7.142811,0.125,0.196564,0.1875,0.147093,0.176983,0.027631,0.31792
gaps,2100.0,0.19184,0.15,0.1948,0.0448,7.142811,0.1875,0.26948,0.158854,0.096622,0.179061,0.030602,0.34292
gaps,2116.667,0.194978,0.15,0.194978,0.044978,7.114622,0.25,0.342397,0.130208,0.030138,0.18021,0.032495,0.36792
gaps,2133.333,0.190717,0.15,0.194978,0.044978,7.114622,0.289688,0.415314,0.101562,0.040922,0.180254,0.033011,0.39292
gaps,2150.0,0.179759,0.15,0.194978,0.044978,7.114622,0.258438,0.466674,0.072917,0.10525,0.179257,0.032218,0.41792
gaps,2166.667,0.163906,0.15,0.194978,0.044978,7.114622,0.227188,0.427612,0.044271,0.152267,0.177505,0.030542,0.422675
gaps,2183.333,0.15,0.15,0.194978,0.044978,7.114622,0.195938,0.388549,0.015625,0.133561,0.175713,0.028649,0.411217
